Region,Road Type,Time of Day,Weather Condition,Speed Limit,Number of Vehicles,accident_risk_level
Liverpool,Highway,Morning,Rainy,20,4,Low
Birmingham,Highway,Afternoon,Rainy,50,2,Low
Birmingham,Urban Road,Night,Foggy,20,3,Low
Birmingham,Residential,Night,Clear,50,5,Low
Birmingham,Highway,Night,Clear,20,3,Medium
Manchester,Highway,Night,Foggy,70,1,Medium
Birmingham,Urban Road,Night,Rainy,70,2,Medium
Manchester,Urban Road,Afternoon,Foggy,50,1,High
Manchester,Urban Road,Night,Snowy,50,1,Low
London,Residential,Night,Rainy,30,1,Medium
London,Residential,Night,Rainy,50,5,Low
London,Highway,Morning,Rainy,70,5,Medium
Manchester,Highway,Morning,Clear,70,1,Low
Liverpool,Urban Road,Afternoon,Clear,50,4,High
Birmingham,Highway,Afternoon,Snowy,50,5,High
London,Highway,Night,Rainy,70,3,Low
Liverpool,Urban Road,Afternoon,Clear,30,2,Low
Birmingham,Urban Road,Afternoon,Snowy,30,5,Low
Birmingham,Highway,Afternoon,Foggy,30,4,Low
Birmingham,Residential,Morning,Clear,30,4,High
Birmingham,Residential,Afternoon,Snowy,50,1,Medium
London,Highway,Night,Snowy,70,2,Low
Liverpool,Urban Road,Afternoon,Clear,20,1,Low
Birmingham,Urban Road,Afternoon,Snowy,30,1,Low
Liverpool,Urban Road,Night,Clear,20,4,Low
London,Urban Road,Night,Clear,50,2,Low
Liverpool,Residential,Night,Rainy,20,4,Low
London,Highway,Morning,Snowy,50,4,Low
Liverpool,Highway,Night,Foggy,50,2,Low
Liverpool,Urban Road,Afternoon,Rainy,20,3,Low
Liverpool,Residential,Afternoon,Rainy,30,3,Low
Liverpool,Highway,Night,Foggy,30,4,Low
Birmingham,Residential,Night,Clear,70,4,Medium
Manchester,Residential,Night,Foggy,30,4,Low
Birmingham,Urban Road,Night,Foggy,70,4,Low
Liverpool,Urban Road,Morning,Clear,70,3,High
Liverpool,Highway,Afternoon,Clear,20,1,Low
Birmingham,Residential,Morning,Rainy,70,5,Low
Liverpool,Urban Road,Afternoon,Foggy,20,1,Medium
Liverpool,Residential,Morning,Snowy,50,2,Low
Birmingham,Residential,Night,Foggy,20,1,Low
Manchester,Highway,Night,Snowy,20,1,Low
London,Highway,Night,Foggy,30,4,Low
London,Urban Road,Morning,Snowy,20,4,Low
Manchester,Urban Road,Morning,Foggy,30,3,Low
London,Urban Road,Night,Foggy,70,5,Medium
London,Highway,Morning,Rainy,70,5,Low
Manchester,Residential,Afternoon,Foggy,20,2,Medium
London,Urban Road,Night,Snowy,70,4,Low
London,Urban Road,Morning,Clear,20,4,Low
London,Residential,Morning,Rainy,70,3,Low
London,Highway,Morning,Rainy,70,2,Low
Birmingham,Highway,Afternoon,Snowy,30,1,High
London,Residential,Night,Clear,20,4,Low
Birmingham,Urban Road,Night,Snowy,20,3,Medium
London,Highway,Afternoon,Rainy,50,4,Medium
Manchester,Residential,Afternoon,Foggy,20,3,Low
London,Highway,Night,Foggy,20,4,Low
Manchester,Residential,Night,Foggy,50,4,Low
London,Urban Road,Morning,Rainy,20,2,Low
Liverpool,Urban Road,Afternoon,Rainy,30,3,Low
London,Residential,Afternoon,Clear,20,3,Low
Liverpool,Residential,Night,Rainy,50,1,Low
London,Residential,Afternoon,Snowy,20,5,Low
Liverpool,Highway,Morning,Rainy,70,5,Low
Manchester,Urban Road,Afternoon,Snowy,20,1,Low
Manchester,Residential,Night,Foggy,20,1,Low
Manchester,Highway,Night,Rainy,50,3,Medium
London,Highway,Morning,Clear,70,4,Medium
Manchester,Highway,Morning,Rainy,50,4,Low
Birmingham,Residential,Night,Foggy,70,3,Medium
London,Residential,Night,Foggy,50,3,Low
London,Highway,Night,Rainy,20,1,Low
Manchester,Residential,Night,Snowy,30,3,High
London,Highway,Morning,Rainy,50,1,Low
London,Highway,Afternoon,Rainy,30,4,High
Liverpool,Highway,Afternoon,Rainy,30,2,Low
London,Highway,Night,Snowy,20,4,Medium
Liverpool,Urban Road,Afternoon,Clear,50,4,Low
Manchester,Urban Road,Night,Snowy,20,5,Low
Liverpool,Highway,Morning,Snowy,70,1,Low
Manchester,Urban Road,Morning,Snowy,70,1,Low
Manchester,Urban Road,Morning,Clear,30,3,Low
Birmingham,Highway,Afternoon,Snowy,50,3,Low
Liverpool,Highway,Morning,Rainy,50,3,Low
Liverpool,Residential,Afternoon,Rainy,70,5,Medium
Liverpool,Highway,Morning,Clear,20,2,Medium
Birmingham,Residential,Night,Snowy,70,3,Low
Liverpool,Residential,Night,Foggy,50,3,Low
Birmingham,Highway,Night,Clear,50,4,Low
Birmingham,Residential,Morning,Snowy,50,1,Medium
Birmingham,Urban Road,Afternoon,Rainy,20,1,Medium
Manchester,Residential,Afternoon,Snowy,70,2,Low
Liverpool,Residential,Afternoon,Rainy,20,1,Low
Birmingham,Urban Road,Afternoon,Rainy,20,3,Low
London,Urban Road,Afternoon,Foggy,50,5,Medium
Manchester,Highway,Morning,Rainy,50,4,Low
Birmingham,Highway,Morning,Snowy,70,3,Medium
Birmingham,Urban Road,Morning,Snowy,70,1,Low
London,Highway,Morning,Rainy,50,3,Low
Birmingham,Urban Road,Afternoon,Snowy,30,4,Low
Manchester,Urban Road,Afternoon,Foggy,30,5,Medium
Manchester,Highway,Night,Snowy,50,2,Low
Birmingham,Highway,Night,Snowy,70,3,Low
Liverpool,Residential,Night,Clear,50,3,High
London,Residential,Night,Clear,50,5,High
Birmingham,Residential,Night,Rainy,30,2,Medium
Birmingham,Highway,Morning,Foggy,30,5,Low
London,Urban Road,Afternoon,Clear,30,2,Medium
Birmingham,Residential,Night,Snowy,50,3,Low
London,Urban Road,Night,Snowy,30,1,Low
Birmingham,Residential,Night,Snowy,70,3,High
Manchester,Urban Road,Morning,Rainy,50,2,Medium
Manchester,Urban Road,Morning,Snowy,70,4,Medium
London,Highway,Afternoon,Foggy,50,5,Low
London,Highway,Afternoon,Rainy,70,2,High
London,Residential,Morning,Rainy,50,5,Medium
Liverpool,Urban Road,Night,Rainy,20,2,Medium
Manchester,Residential,Morning,Clear,70,2,Medium
Liverpool,Highway,Morning,Rainy,30,4,Medium
London,Urban Road,Afternoon,Rainy,30,5,Low
Liverpool,Residential,Afternoon,Foggy,50,2,Low
Birmingham,Highway,Afternoon,Clear,20,5,Medium
London,Urban Road,Afternoon,Foggy,70,3,Low
Birmingham,Urban Road,Night,Snowy,30,2,Low
Manchester,Highway,Night,Rainy,30,3,Medium
Birmingham,Residential,Afternoon,Rainy,20,1,Medium
Liverpool,Urban Road,Morning,Clear,50,1,Low
Liverpool,Urban Road,Afternoon,Rainy,50,3,Medium
London,Highway,Afternoon,Snowy,30,3,Low
Manchester,Urban Road,Night,Clear,70,5,Medium
Manchester,Highway,Night,Rainy,50,2,Low
Manchester,Urban Road,Afternoon,Clear,20,5,Medium
Manchester,Urban Road,Afternoon,Snowy,70,5,Low
Liverpool,Residential,Afternoon,Clear,20,4,High
Liverpool,Urban Road,Night,Foggy,30,1,Medium
London,Highway,Morning,Rainy,20,5,Low
London,Residential,Night,Snowy,50,3,Low
Birmingham,Urban Road,Night,Foggy,30,3,High
London,Urban Road,Morning,Rainy,20,3,Medium
Liverpool,Residential,Morning,Rainy,20,3,Low
London,Highway,Afternoon,Foggy,20,1,Medium
Birmingham,Highway,Afternoon,Clear,30,4,Low
London,Urban Road,Morning,Clear,50,5,Low
Manchester,Highway,Afternoon,Clear,70,1,Low
Birmingham,Urban Road,Morning,Rainy,70,1,Low
Manchester,Urban Road,Morning,Rainy,20,5,Medium
Manchester,Urban Road,Morning,Clear,70,1,Low
Manchester,Urban Road,Night,Snowy,30,2,Medium
London,Highway,Night,Snowy,20,1,High
Liverpool,Highway,Afternoon,Snowy,70,5,Low
Liverpool,Residential,Afternoon,Foggy,20,3,Low
London,Highway,Afternoon,Clear,70,1,Medium
Liverpool,Urban Road,Afternoon,Clear,30,4,High
Manchester,Urban Road,Morning,Foggy,30,1,Low
London,Urban Road,Morning,Clear,20,5,Low
Birmingham,Highway,Night,Snowy,50,3,Medium
Manchester,Urban Road,Afternoon,Rainy,50,3,Medium
Manchester,Residential,Night,Snowy,70,4,Medium
Manchester,Highway,Night,Rainy,50,5,Low
Manchester,Residential,Morning,Clear,20,2,Low
London,Urban Road,Morning,Foggy,20,1,Low
London,Urban Road,Night,Clear,20,5,Low
London,Residential,Morning,Snowy,70,3,Medium
Birmingham,Residential,Afternoon,Clear,20,5,Medium
Birmingham,Highway,Night,Foggy,30,2,Low
Manchester,Residential,Night,Rainy,50,3,Low
Manchester,Highway,Morning,Snowy,70,4,Low
Manchester,Residential,Night,Snowy,70,3,High
Birmingham,Urban Road,Afternoon,Clear,70,2,Medium
Birmingham,Urban Road,Afternoon,Rainy,50,2,Low
Manchester,Urban Road,Morning,Rainy,20,5,Low
Manchester,Highway,Morning,Snowy,70,3,Low
Birmingham,Urban Road,Night,Clear,70,2,Low
Manchester,Highway,Morning,Foggy,70,3,Medium
London,Highway,Afternoon,Clear,70,3,Low
Liverpool,Urban Road,Night,Foggy,70,3,High
Birmingham,Urban Road,Morning,Clear,70,2,Medium
Birmingham,Highway,Morning,Foggy,70,2,Low
Liverpool,Residential,Afternoon,Rainy,30,1,Low
Birmingham,Urban Road,Morning,Foggy,30,3,High
London,Highway,Afternoon,Foggy,30,1,Low
Liverpool,Urban Road,Morning,Snowy,30,4,Low
London,Residential,Night,Snowy,70,4,Low
Manchester,Residential,Morning,Clear,30,5,Low
Birmingham,Urban Road,Night,Snowy,50,5,Low
London,Highway,Night,Clear,70,4,Low
Liverpool,Highway,Morning,Snowy,30,3,Low
Birmingham,Highway,Night,Rainy,30,5,Low
Birmingham,Highway,Morning,Foggy,50,2,Low
London,Urban Road,Night,Foggy,20,3,Low
Birmingham,Urban Road,Morning,Rainy,30,3,Low
Birmingham,Residential,Morning,Foggy,20,3,Medium
London,Urban Road,Night,Snowy,50,1,Low
Birmingham,Urban Road,Night,Snowy,30,1,Low
Manchester,Highway,Morning,Rainy,30,5,High
Liverpool,Residential,Night,Foggy,70,5,High
London,Residential,Night,Clear,30,3,Low
Liverpool,Urban Road,Night,Rainy,70,1,Low
London,Highway,Morning,Clear,50,1,Low
London,Residential,Night,Snowy,70,4,Low
London,Highway,Morning,Foggy,70,2,Low
London,Residential,Afternoon,Foggy,30,1,Low
Liverpool,Highway,Night,Foggy,30,1,High
London,Urban Road,Morning,Clear,30,5,Medium
Liverpool,Highway,Morning,Rainy,50,5,Low
Liverpool,Residential,Night,Clear,50,4,Low
London,Urban Road,Night,Clear,50,5,Low
London,Highway,Afternoon,Rainy,70,2,Medium
Manchester,Residential,Afternoon,Foggy,30,3,Low
Birmingham,Urban Road,Afternoon,Foggy,50,1,Medium
Manchester,Urban Road,Afternoon,Clear,30,1,Medium
Manchester,Urban Road,Morning,Foggy,70,1,Medium
London,Residential,Morning,Snowy,20,4,Low
Liverpool,Urban Road,Morning,Rainy,30,5,Medium
London,Residential,Night,Rainy,30,3,Low
Birmingham,Residential,Morning,Snowy,70,1,Medium
Manchester,Residential,Night,Foggy,30,1,High
Manchester,Highway,Morning,Clear,70,1,Low
Liverpool,Residential,Night,Foggy,20,2,Medium
Manchester,Highway,Night,Rainy,70,5,High
Liverpool,Highway,Afternoon,Snowy,50,1,Medium
London,Urban Road,Night,Foggy,30,1,Low
Manchester,Residential,Morning,Snowy,20,3,Low
Liverpool,Highway,Morning,Foggy,70,4,High
Birmingham,Highway,Night,Rainy,20,4,High
Liverpool,Residential,Morning,Foggy,30,1,Low
Manchester,Urban Road,Night,Rainy,70,4,Low
Manchester,Urban Road,Night,Clear,30,3,Medium
London,Residential,Morning,Snowy,70,5,Low
Manchester,Highway,Afternoon,Foggy,50,5,Low
Manchester,Highway,Morning,Clear,70,4,Medium
Birmingham,Residential,Night,Snowy,70,1,High
Liverpool,Highway,Afternoon,Foggy,50,3,Medium
Birmingham,Residential,Night,Foggy,70,1,Low
London,Urban Road,Night,Clear,50,3,Low
Liverpool,Highway,Night,Foggy,70,1,Low
Liverpool,Highway,Afternoon,Snowy,30,4,Low
London,Highway,Night,Snowy,50,2,Low
London,Highway,Night,Rainy,70,1,High
Birmingham,Urban Road,Afternoon,Foggy,30,4,Low
Liverpool,Urban Road,Night,Foggy,20,4,Low
Birmingham,Highway,Afternoon,Foggy,20,1,Low
London,Urban Road,Afternoon,Snowy,20,3,High
Birmingham,Urban Road,Morning,Snowy,70,3,High
Birmingham,Highway,Afternoon,Rainy,50,5,High
Manchester,Residential,Night,Snowy,70,3,Low
London,Residential,Afternoon,Rainy,50,5,High
London,Highway,Night,Foggy,70,3,Low
Birmingham,Urban Road,Morning,Snowy,30,2,Low
Liverpool,Highway,Morning,Snowy,70,4,Low
Birmingham,Residential,Afternoon,Snowy,20,1,Low
Manchester,Residential,Night,Clear,30,2,Medium
Birmingham,Highway,Night,Clear,70,4,Low
Liverpool,Highway,Night,Snowy,70,4,High
London,Urban Road,Night,Clear,70,5,Low
London,Urban Road,Night,Foggy,50,3,Medium
Birmingham,Urban Road,Night,Snowy,70,3,Low
Manchester,Urban Road,Afternoon,Snowy,50,3,Low
London,Highway,Night,Clear,20,3,Medium
Manchester,Urban Road,Afternoon,Rainy,20,5,Low
Birmingham,Highway,Afternoon,Clear,50,4,Medium
Birmingham,Highway,Night,Foggy,20,1,Medium
London,Residential,Night,Rainy,30,5,Low
Liverpool,Highway,Afternoon,Rainy,30,1,Medium
Liverpool,Urban Road,Morning,Clear,70,1,Medium
Birmingham,Highway,Night,Rainy,20,5,Medium
Birmingham,Urban Road,Afternoon,Clear,70,4,Low
Birmingham,Highway,Morning,Snowy,70,3,Medium
Birmingham,Highway,Night,Foggy,20,2,Medium
Liverpool,Urban Road,Morning,Snowy,30,3,Medium
Manchester,Highway,Night,Rainy,50,3,Low
London,Residential,Afternoon,Clear,20,5,Low
Manchester,Residential,Night,Foggy,50,5,Low
Liverpool,Residential,Afternoon,Snowy,20,1,Low
Birmingham,Urban Road,Afternoon,Foggy,30,1,Low
Manchester,Urban Road,Night,Rainy,30,1,Low
London,Highway,Night,Clear,20,5,Low
Birmingham,Highway,Morning,Foggy,50,4,High
Liverpool,Highway,Morning,Rainy,50,5,Low
London,Highway,Night,Snowy,50,5,Low
Liverpool,Residential,Night,Clear,50,1,Low
Manchester,Residential,Afternoon,Snowy,30,5,Medium
London,Urban Road,Morning,Snowy,50,3,Low
Birmingham,Highway,Morning,Rainy,50,2,Low
London,Highway,Afternoon,Foggy,70,3,Low
Birmingham,Urban Road,Night,Clear,50,4,Medium
Birmingham,Residential,Afternoon,Clear,70,2,Medium
Birmingham,Highway,Night,Rainy,70,3,Medium
Birmingham,Urban Road,Morning,Foggy,20,3,Low
Birmingham,Highway,Morning,Snowy,30,2,Low
London,Urban Road,Night,Clear,20,5,Low
Birmingham,Urban Road,Morning,Rainy,20,3,Low
Manchester,Residential,Morning,Foggy,70,3,Medium
Liverpool,Residential,Afternoon,Rainy,30,2,Low
Birmingham,Residential,Night,Clear,30,5,Low
Manchester,Highway,Night,Clear,30,2,Low
Liverpool,Highway,Morning,Foggy,50,4,Low
Liverpool,Residential,Afternoon,Snowy,20,1,Low
Manchester,Highway,Night,Foggy,70,5,Medium
Birmingham,Highway,Night,Clear,70,2,Medium
Manchester,Urban Road,Afternoon,Rainy,50,4,Medium
Birmingham,Highway,Afternoon,Snowy,30,1,Medium
Manchester,Highway,Afternoon,Rainy,20,3,Low
Birmingham,Highway,Night,Foggy,20,5,Low
Liverpool,Residential,Morning,Snowy,30,3,Medium
Liverpool,Residential,Morning,Foggy,50,2,Low
Birmingham,Urban Road,Morning,Clear,70,1,Low
Birmingham,Urban Road,Afternoon,Clear,20,5,Low
Birmingham,Urban Road,Night,Rainy,30,3,Low
Liverpool,Residential,Night,Clear,30,2,Low
Liverpool,Residential,Afternoon,Rainy,20,3,Low
Liverpool,Highway,Morning,Foggy,20,2,Medium
London,Residential,Night,Snowy,20,3,Low
Manchester,Urban Road,Afternoon,Foggy,50,5,Low
Manchester,Residential,Morning,Snowy,20,5,Medium
Manchester,Highway,Night,Clear,20,5,Low
Birmingham,Urban Road,Afternoon,Clear,20,5,Low
Birmingham,Residential,Afternoon,Snowy,30,3,Low
London,Residential,Afternoon,Rainy,20,4,Medium
London,Highway,Afternoon,Snowy,20,4,Low
Liverpool,Highway,Morning,Rainy,50,4,Low
Manchester,Residential,Morning,Foggy,70,1,Low
Liverpool,Highway,Morning,Foggy,20,2,Medium
London,Highway,Morning,Snowy,20,2,Low
Liverpool,Residential,Morning,Rainy,50,4,Medium
Manchester,Highway,Morning,Rainy,70,4,Low
London,Highway,Morning,Rainy,50,4,Medium
London,Urban Road,Morning,Rainy,70,1,Medium
Birmingham,Residential,Afternoon,Foggy,20,3,Low
Birmingham,Urban Road,Night,Rainy,70,5,Medium
Manchester,Highway,Night,Rainy,20,3,Low
London,Urban Road,Night,Clear,50,1,Low
Manchester,Highway,Night,Foggy,20,1,High
Manchester,Highway,Morning,Snowy,50,5,Low
Liverpool,Urban Road,Afternoon,Clear,30,5,Medium
London,Residential,Morning,Snowy,20,1,Low
Liverpool,Urban Road,Night,Rainy,50,3,High
Manchester,Highway,Morning,Rainy,30,1,Low
Birmingham,Highway,Afternoon,Foggy,20,5,Medium
Manchester,Urban Road,Morning,Clear,20,2,High
London,Urban Road,Night,Foggy,30,1,Low
Manchester,Residential,Afternoon,Snowy,20,4,Medium
London,Residential,Night,Rainy,30,4,Medium
Manchester,Urban Road,Afternoon,Foggy,70,5,Low
Manchester,Urban Road,Afternoon,Snowy,30,2,Low
London,Urban Road,Night,Rainy,30,5,Low
Birmingham,Residential,Night,Clear,20,1,Low
London,Highway,Afternoon,Foggy,30,1,Low
London,Urban Road,Afternoon,Foggy,70,5,Medium
London,Highway,Morning,Snowy,70,5,Medium
London,Highway,Afternoon,Foggy,50,1,Low
Liverpool,Urban Road,Morning,Rainy,50,4,Medium
Liverpool,Urban Road,Afternoon,Rainy,50,3,Low
Manchester,Residential,Afternoon,Snowy,70,2,High
Birmingham,Highway,Afternoon,Foggy,20,1,Low
Birmingham,Highway,Afternoon,Rainy,20,4,Low
Manchester,Highway,Morning,Clear,20,2,Medium
London,Highway,Morning,Snowy,20,4,Medium
Birmingham,Urban Road,Morning,Foggy,30,5,Low
Birmingham,Urban Road,Morning,Clear,70,1,Low
Birmingham,Highway,Night,Rainy,50,5,Low
Liverpool,Highway,Afternoon,Clear,30,2,High
Manchester,Highway,Afternoon,Rainy,30,2,Low
Birmingham,Residential,Night,Rainy,70,3,Medium
Liverpool,Urban Road,Night,Foggy,50,3,Low
Birmingham,Urban Road,Morning,Clear,30,2,Medium
Liverpool,Urban Road,Night,Snowy,50,3,Low
Manchester,Residential,Night,Foggy,50,3,Low
Birmingham,Highway,Afternoon,Foggy,30,5,Low
Manchester,Residential,Night,Clear,70,3,Medium
Birmingham,Urban Road,Morning,Clear,20,4,Medium
Liverpool,Residential,Morning,Rainy,50,3,Medium
Liverpool,Urban Road,Afternoon,Clear,50,4,Medium
Manchester,Urban Road,Morning,Rainy,70,2,Low
Liverpool,Urban Road,Night,Clear,30,3,Low
Liverpool,Urban Road,Morning,Snowy,30,5,High
Liverpool,Residential,Night,Rainy,30,1,Low
Manchester,Highway,Afternoon,Foggy,70,5,Low
Manchester,Residential,Afternoon,Foggy,20,1,Medium
Birmingham,Highway,Morning,Clear,70,5,Low
Liverpool,Highway,Morning,Rainy,50,4,Low
Birmingham,Highway,Afternoon,Rainy,20,4,Low
London,Urban Road,Afternoon,Foggy,70,1,Low
London,Residential,Afternoon,Clear,20,1,Low
Liverpool,Urban Road,Afternoon,Rainy,20,1,Low
London,Urban Road,Morning,Rainy,70,3,Medium
Birmingham,Highway,Afternoon,Clear,30,5,High
Manchester,Residential,Morning,Clear,20,3,Low
Liverpool,Highway,Morning,Rainy,70,2,Low
London,Residential,Night,Rainy,20,3,Medium
Manchester,Residential,Night,Clear,70,5,Low
London,Residential,Morning,Snowy,50,1,Low
Birmingham,Highway,Morning,Foggy,70,3,Low
Manchester,Highway,Night,Snowy,30,5,Low
London,Highway,Afternoon,Clear,50,1,High
London,Residential,Afternoon,Snowy,50,1,Low
Birmingham,Residential,Morning,Foggy,70,4,Medium
Liverpool,Urban Road,Afternoon,Foggy,70,1,High
Birmingham,Highway,Afternoon,Snowy,20,1,Low
Liverpool,Highway,Night,Rainy,70,4,High
Liverpool,Highway,Night,Rainy,50,2,Medium
Manchester,Highway,Morning,Snowy,50,5,Low
London,Residential,Morning,Foggy,70,2,Medium
Manchester,Highway,Night,Snowy,50,5,Low
Birmingham,Residential,Morning,Foggy,50,3,Low
Birmingham,Highway,Night,Rainy,70,4,Medium
Liverpool,Urban Road,Night,Rainy,30,4,Medium
Liverpool,Urban Road,Afternoon,Clear,20,2,Medium
Manchester,Urban Road,Morning,Clear,50,2,Low
London,Urban Road,Afternoon,Rainy,20,4,Medium
London,Urban Road,Night,Foggy,70,3,Low
Birmingham,Residential,Afternoon,Snowy,30,4,Low
Birmingham,Residential,Morning,Foggy,50,3,High
London,Residential,Night,Rainy,50,2,Medium
Liverpool,Highway,Night,Foggy,50,4,Low
London,Urban Road,Afternoon,Foggy,30,1,Low
Birmingham,Urban Road,Night,Foggy,20,1,Medium
Manchester,Highway,Morning,Clear,20,3,Low
Birmingham,Residential,Afternoon,Rainy,50,3,Low
Manchester,Residential,Morning,Rainy,50,5,Low
Birmingham,Highway,Night,Clear,70,1,Low
Liverpool,Urban Road,Morning,Clear,70,2,High
London,Residential,Morning,Rainy,50,3,Medium
Birmingham,Residential,Afternoon,Clear,20,3,Low
Birmingham,Highway,Afternoon,Snowy,50,5,Medium
Birmingham,Highway,Afternoon,Rainy,50,4,Medium
Liverpool,Residential,Night,Clear,30,3,Medium
London,Urban Road,Morning,Rainy,50,5,Low
Manchester,Highway,Night,Rainy,70,5,Low
London,Highway,Morning,Rainy,20,2,Low
Birmingham,Urban Road,Night,Clear,30,2,Low
Manchester,Highway,Morning,Snowy,70,5,Low
London,Urban Road,Morning,Clear,50,3,Medium
Liverpool,Residential,Morning,Snowy,30,3,Low
Manchester,Urban Road,Morning,Foggy,70,4,Medium
Liverpool,Urban Road,Morning,Clear,30,5,Low
Birmingham,Highway,Morning,Rainy,50,3,Low
Birmingham,Urban Road,Afternoon,Rainy,20,2,Low
Birmingham,Urban Road,Night,Rainy,50,5,Low
Manchester,Residential,Morning,Snowy,20,2,High
Birmingham,Residential,Afternoon,Foggy,50,1,Medium
London,Residential,Morning,Rainy,50,3,Low
Birmingham,Highway,Afternoon,Clear,50,5,Low
London,Residential,Morning,Snowy,20,2,Low
London,Urban Road,Afternoon,Snowy,50,4,Medium
Liverpool,Residential,Morning,Foggy,20,5,Medium
Manchester,Highway,Night,Clear,70,3,Low
London,Residential,Night,Foggy,70,1,Medium
Manchester,Urban Road,Night,Clear,50,5,Low
London,Urban Road,Morning,Foggy,50,5,Low
Liverpool,Highway,Afternoon,Foggy,30,4,Low
Liverpool,Residential,Night,Foggy,20,5,Low
Liverpool,Urban Road,Afternoon,Clear,70,4,Low
Liverpool,Urban Road,Night,Foggy,70,1,Medium
Liverpool,Highway,Night,Snowy,50,1,Low
London,Highway,Morning,Clear,70,1,Low
Birmingham,Residential,Night,Rainy,50,5,High
London,Highway,Night,Snowy,70,5,Medium
London,Urban Road,Night,Clear,50,2,Medium
London,Urban Road,Night,Foggy,50,3,Low
Manchester,Urban Road,Afternoon,Clear,30,4,High
Birmingham,Highway,Afternoon,Snowy,20,1,High
London,Urban Road,Afternoon,Snowy,30,3,High
Manchester,Urban Road,Afternoon,Foggy,20,2,Medium
London,Urban Road,Afternoon,Clear,30,5,Low
London,Residential,Night,Clear,50,1,Medium
London,Residential,Morning,Snowy,20,5,Medium
London,Highway,Night,Snowy,50,1,Low
Birmingham,Residential,Afternoon,Clear,30,3,Low
London,Urban Road,Night,Foggy,70,1,Medium
Liverpool,Highway,Morning,Snowy,30,4,Medium
Birmingham,Urban Road,Morning,Foggy,70,3,Medium
Birmingham,Residential,Night,Foggy,20,5,Low
London,Residential,Afternoon,Foggy,70,2,Low
Liverpool,Highway,Afternoon,Clear,30,4,Medium
Birmingham,Residential,Morning,Snowy,50,1,Low
Liverpool,Residential,Morning,Foggy,70,4,Low
Liverpool,Highway,Afternoon,Rainy,50,4,Low
London,Residential,Morning,Foggy,70,5,Medium
Manchester,Highway,Afternoon,Clear,70,1,Low
Manchester,Highway,Night,Rainy,50,1,Low
Liverpool,Residential,Morning,Foggy,50,3,Low
